,text_stem,topic
1595,итальянск футбольн клуб лац ошибк отправ хакер сумм размер двух миллион евр трансфер голландск защитник стефа де вре сообща газет il tempo информац издан лац ответ электрон письм котор выглядел официальн сообщен голландск фейенорд руководств римск клуб отправ денежн перевод указа реквизит однак представител голландск команд заяв получа деньг выплат доста хакер подмен реквизит прокурор занима расследован дел сумел отслед платеж найд архив голландск банк де вре перешел лац год фейенорд сем миллион евр футболист отказа продлева контракт итальянск команд собира покинут римля лет состав сборн нидерланд защитник стал бронзов призер чемпионат мир год актив матч национальн команд котор отмет трем гол,Спорт
1596,бывш защитник московск спартак сборн ссср александр бубн оцен нынешн уровен сборн росс слов привод sportbox матч бразил франц подтверд наш уровен сильн уступа лидер миров футбол функциональн втор тайм заверша наш польз очевидн громадн разниц исполнительск мастерств мог соглас тем говор эт слаб сборн росс истор — сказа бубн мнен эксперт француз сборн росс сыгра качествен бразильц нам удава качествен комбинац атак сказа сборн прогресс сравнен перв матч руководств черчесов — отмет март сборн росс проигра команд франц счет встреч прошл стадион крестовск санкт петербург предыдущ товарищеск встреч команд черчесов проигра бразильц счет начал чемпионат мир россиян такж сыгра австр турц,Спорт
1597,российск фигурист миха коляд объясн поч мног спортсм пада чемпионат мир милан слов привод спорт экспресс сезон напряжен недел назад законч олимпиад — сам главн старт жизн мног прост успел восстанов сдела ставк чист прокат — заяв фигурист коляд такж отмет всем спортсмен нужн пауз тяжел сезон нуж тайм аут конц конц жив люд — добав чемпионат мир фигурист завоева бронзов медал несмотр паден врем исполнен произвольн программ золот доста американц натан чен серебр — представител япон сом ун летн коляд участвова олимпийск игр пхенчхан состав российск сборн фигурн катан стал восьм индивидуальн соревнован завоева серебрян медал командн,Спорт
1598,матч франц болельщик сборн росс футбол вывес баннер посвящен жертв пожар торгов центр зимн вишн кемеров фотограф опубликова журналист чемпионат com дмитр егор сво twitter наш стран — эт зимн вишн — эт контактн зоопарк — написа плакат отмеча баннер снят нача товарищеск матч встреч проход стадион крестовск санкт петербург момент публикац материа счет матч нача минут молчан пожар кемеровск торгов центр нача днем март согласн опубликова дан огн погибл человек числ ребенок пострада дан кемеровск мэр человек скольк наход больниц уточня ран сообща пострада котор госпитализирова трет этаж зимн вишн наход контактн зоопарк котор содержа окол животн вид слов директор зоопарк евген видема задохнул погибл,Спорт
1599,тренер фигурн катан этер тутберидз назва причин прова россиянк алин загитов чемпионат мир милан слов привод тасс чм алин приеха нескольк размаза — четк пик форм котор пришел олимпиад эт времен прошел хот равн могл отката чист продемонстрирова показательн выступлен — сказа тутберидз тренер такж отмет загитов необходим сохран мотивац дальн выступлен сам главн — спортивн злост оста алин найдет мотивац — добав загитов раз упа врем прокат произвольн программ чм заня пят мест слов спортсменк причин неудачн выступлен связа волнен летн фигуристк завоева олимпийск игр пхенчхан золот серебрян наград загитов выигра золот индивидуальн соревнован стал серебрян призер состав сборн росс командн зачет,Спорт
1600,украинск гимнаст олег степк стал гражданин росс выступ чемпионат стран казан сообща ри новост процесс оформлен гражданств заверш принес присяг гражданин росс явля гражданин российск федерац получен паспорт — формальн эт произойдет сегодн завтр ближайш план — выступлен чемпионат росс казан задач турнир — рассказа личн тренер спортсм владимир кочн степк явля участник олимпийск игр лондон ри де жанейр год летн гимнаст выступа украин м — азербайджа год выступ сборн украин спортсм завоева золот чемпионат европ упражнен брус м стал бронзов призер чемпионат мир снаряд состав команд азербайджа чемпионат росс спортивн гимнастик пройдет казан апрел,Спорт
1601,трехкратн олимпийск чемпионк биатлон анфис резцов раскритикова александр тихонов котор неоднократн выступа прот руководств российск сборн союз биатлонист росс сбр слов привод нсн корн согласн свалива миха прохоров четыр год работа александр кравц котор обеща исправ ошибк ряд связк постоя работа тихон ух шепта однозначн слуша высказыва — эт уважа — заяв резцов слов тихон нынешн президент сбр кравц измен поэт александр иванович нужн угомон сидет пенсионер дом никуд лезт март тихон заяв прохор котор президент сбр год набра сам безграмотн команд котор нужн гнат поган метл такж говор стал разгреба дерьм российск биатлон миллион доллар тихон резцов критикова отечествен спортсмен сезон российск биатлонист одержа две побед этап кубк мир,Спорт
1602,глав мид великобритан борис джонсон раскр дета бойкот чемпионат мир футбол росс слов привод ри новост план пыта бойкотирова чемпионат мир команд англ так вещ перв реша футбольн ассоциац никт хочет наказыва английск болельщик — заяв джонсон глав мид такж поясн бойкот каса высокопоставлен лиц англ реч идет министр член королевск сем будут присутствова аналогичн мер приня нескольк друг стран начал март правительств великобритан пониз уровен делегац чемпионат мир обвинен росс причастн отравлен бывш сотрудник гру серге скрипал присоедин власт исланд отказа приеха чм президент польш андж дуд реш участвова церемон открыт турнир правительств швец дан такж рассматрива возможн бойкот мундиал,Спорт
1603,американск гроссмейстер фабиа каруа выигра состоя берлин турнир претендент осен сыгра матч миров шахматн корон действ чемпион норвежц магнус карлсен сообща сайт компан организатор турнир world chess заключительн м раунд турнир претендент каруа оказа сильн россиянин александр грищук набра девя балл оперед россиянин серге карякин азербайджанц шахрияр мамедьяров балл карякин очеред сыгра внич китайц ден лижен итогов триумф хват побед стал единствен шахматист обыгра каруан ход турнир мамедьяр свел нич парт россиянин владимир крамник такж внич заверш встреч левон ароня армен уэсл сша матч зван чемпион мир шахмат пройдет лондон ноябр год карлс выигра турнир претендент стал чемпион мир год обыгра индийц вишваната ананд год внов побед соперник инд м оказа сильн карякин,Спорт
1604,сборн росс футбол проигра команд франц товарищеск матч сообща корреспондент лент ру встреч состоя вторник март стадион крестовск санкт петербург заверш счет й минут счет откр форвард француз килиа мбапп начал втор тайм пол погб удво преимуществ соперник й минут напада федор смол отыгра мяч й минут мбапп оформ дубл установ окончательн счет встреч нача минут молчан памя погибш пожар торгов центр кемеров стартов свистк трибун появ баннер надпис наш стран — эт зимн вишн — эт контактн зоопарк фаворит матч счита француз шанс побед равня процент вероятн успех россия оценива процент предыдущ товарищеск матч сборн росс разгромл бразил встреч прошл московск лужник гост побед счет,Спорт
1605,главн тренер сборн росс станисла черчес заяв уровен игр команд товарищеск матч франц позвол побед слаб соперник слов специалист переда чемпионат кажд игра бразил франц поэт стара побольш атакова — наш групп чемпионат мир так команд матч москв качеств игр устро сегодн сыгра прот игра так сильн сборн результат игр мог друг — заяв черчес специалист заяв упрекнут футболист сегодн выход атак держа мяч сегодн открыва мо эт — подчеркнул черчес ран март сборн росс проигра команд франц счет встреч прошл стадион крестовск санкт петербург нача минут молчан памя погибш пожар торгов центр кемеров предыдущ товарищеск встреч команд черчесов проигра бразильц счет старт чемпионат мир россиян такж сыгра австр турц важн новост telegram канал лент дня подписыва,Спорт
1606,министр иностра дел австрал джул бишоп рассказа намерен отказа поездк росс чемпионат мир футбол год слов привод goal com слов бишоп мид австрал поддержива контакт британск коллег друг союзник ситуац отравлен бывш сотрудник гру серге скрипал событ стал отражен безрассудств агресс российск власт бойкот чемпионат мир — эт вариант дальн действ котор могут осуществл — заяв министр правительств исланд март объяв отказ еха мундиал исландц поддержа бойкот правительств великобритан котор начал пониз уровен делегац чемпионат мир обвинен росс причастн отравлен скрипал такж присоедин президент польш андж дуд участвова церемон открыт чемпионат мир правительств швец дан такж рассматрива возможн бойкот турнир,Спорт
1607,товарищеск матч сборн португал нидерланд прерва пол выбежа нескольк болельщик виде инцидент появ youtube канал fazzer фанат направ португальск форвард криштиан роналд сдела фотограф болельщик подбежа напада обня поцелова зат вмеша стюард стадион стад де жен дав одн фанат добежа футболист сборн португал проигра счет,Спорт
1608,власт австрал будут бойкотирова чемпионат мир футбол росс twitter аккаунт написа министр иностра дел стран джул бишоп эт неправд правительств планир бойкотирова чемпионат мир — отмет министр ран март сми сообщ намерен правительств австрал отказа поездк росс мундиал стран якоб поддержа так образ британск коллег ситуац отравлен бывш сотрудник гру серге скрипал начал март правительств великобритан пониз уровен сво делегац чемпионат мир обвинен росс причастн отравлен скрипал присоедин власт исланд отказа приеха чм президент польш андж дуд реш участвова церемон открыт турнир правительств швец дан такж рассматрива возможн бойкот мундиал,Спорт
1609,бывш боксер тяжеловес майк тайсон заяв проч внов появ ринг шо профессиональн рестлинг эгид world wrestling entertainment wwe сообща sky sports гот вернут обожа wwe — заяв бывш чемпион мир тайсон такж отмет ждет ронд роуз смен смеша единоборств профессиональн рестлинг удачн дебют wwe тайсон принима участ шо wrestlemania год появ ринг вмест стив остин качеств специальн гост боксер включ зал слав wwe м карьер боксер тайсон заверш год пробова шо бизнес частност снима фильм мальчишник вегас такж китайск блокбастер ип ман,Спорт
1610,сша баскетболист команд грэнд рэпидс зек апшо останов сердц инцидент произошел игр g лиг грэнд рэпидс игра детройт пистонс сообща wood tv отмеча апшо потеря сознан секунд финальн сир госпитализирова состоян баскетболист оценива критическ,Спорт
1611,полузащитник турецк истанбул ард тура поруга журналист котор обрат вопрос жен сообща порта ntv com информац издан тура выход рестора вмест супруг репортер зада вопрос недавн свадебн церемон девушк отказа отвеча журналист спрос ард запрет разговарива ответ эт тура заяв прояв уважен инач разоб теб голов вырв глаз июн год тура выступа состав испанск барселон подра самолет сво соотечественник журналист бала меш спортсм нескольк оскорб представител пресс зат схват ше футболист недовол стат репортер конкуренц премиальн внутр сборн тура перешел истанбул барселон январ состав каталонск клуб летн полузащитник стал чемпион испан ран доб результат вмест мадридск атлетик,Спорт
1612,товарищеск матч француз — шанс вратар сборн росс игор акинфеев доказа внутрен демон покинул полага журналист afp агентств напомн чемпионат мир год акинфе допуст груб ошибк пойма мяч слаб удар встреч группов этап южн коре такж вратар назва виновн неудач прошлогодн кубк конфедерац оста основн вратар сборн росс мен afp утвержда репутац акинфеев соответств уровн игр отмет достоинств агентств напомн леонид слуцк голкипер стал капитан национальн команд станислав черчесов потеря сво статус игр франц особен чемпионат мир акинфе долж показа внутрен демон покинул — заключа afp встреч француз состо март санкт петербург слов черчесов ворот хозя сыгра андр лун дня назад россиян лужник сыгра команд бразил потерпел поражен счет акинфе отыгра ве матч вратар дебютирова сборн росс год состав национальн команд принима участ трех чемпионат европ мундиал год стал бронзов призер европейск первенств,Спорт
1613,российск скелетонистк ел никитин допущен международн олимпийск комитет мок участ олимпиад пхенчхан рассказа общен представител организац слов россиянк переда тасс никт мог доб выступ южн кор сам представител мок пхенчхан сказа нам говор наказыва слож — заяв спортсменк никитин уда пообща представител мок спортсменк полетел пхенчха собствен средств цел заран преодолет акклиматизац подготов соревнован слов скелетонистк решен недопуск повергл шок летн спортсменк надея удаст измен обрат спортивн арбитражн суд однак никитин приня участ игр соревнован допущ мног российск атлет причин недопуск официальн сообща российск спортсм олимпиад выступа олимпийск знамен ношен национальн символик россия запрет,Спорт
1614,выступа состав сборн словак защитник мартин шкртел потребова медицинск помощ врем товарищеск матч прот команд таиланд виде эпизод опубликова youtube канал el diego й минут противостоян шкртел получ удар мяч лиц упа проглот язык выручк словак подоспел товарищ команд полузащитник ондр дуд оказан медицинск помощ шкртел сумел вернут игр матч заверш побед словацк сборн шкртел защища цвет турецк фенербахч год ран защитник выступа состав английск ливерпул петербургск зенит,Спорт
1615,норвежск биатлонист йоханнес бе рассказа атмосфер этап кубк мир тюмен слов привод ри новост чувствова тюмен русск спортсм зна поддержива вообщ спортсмен — заяв бе спортсм добав биатлонист чувствова тюмен огромн гостеприимств очен нрав возможн местн болельщик — лучш всем биатлон мир — отмет март бе заня втор мест общ зачет кубк мир итог сезон набра очк победител стал француз март фуркад очк трет мест располож россиянин антон шипулин актив котор очк начал март сборн сша чех украин биатлон выступ бойкот российск этап кубк мир кубк международн федерац биатлон ibu приеха соревнован тюмен,Спорт
1616,четырехкратн олимпийск чемпион александр тихон подвел итог сезон сборн росс биатлон слов привод матч тв заканчива десят год безграмотн команд то прохор сво дел сдела финансирова проч набра сам безграмотн команд дела гнат поган метл виж одн человек команд котор пригод тренер хорош меда результат — заяв тихон олимпийск чемпион посчита руководител дел слож ситуац говор дава обсуд чем пришл винов дела дальш бесполезн повестк дня включа отчет будут конференц слыш отчет ник тренер — отмет сезон российск биатлонист одержа две побед этап кубк мир март антон шипулин выигра спринтерск гонк этап финск контиолахт март макс цветк одержа побед масс старт последн этап тюмен,Спорт
1617,главн тренер сборн росс станисла черчес подел мнен игр полузащитник казахстанск кайрат андре аршавин исключ футболист пригод национальн команд возраст слов специалист переда р спорт рад андр андр аршавин лет деся меньш убежд команд пригод — отмет черчес ма полузащитник исполня лет сво последн матч российск команд проигра март лужник сборн росс товарищеск встреч крупн уступ бразильц счет аршавин выступа состав сборн росс год полузащитник уда выигра бронз чемпионат европ глав национальн команд стоя гус хиддинк общ сложност майк российск сборн провел игр заб гол чемпионат казахста аршавин выступа год росс игрок защища цвет зенит кубан карьер аршавин такж игра европ состав лондонск арсена полузащитник провел матч заб мяч,Спорт
1618,британск антидопингов агентств ukad подвергл атак хакер сообща the independent цел злоумышленник баз агентств котор хран дан результат допинг тестирован медицинск запис мног футболист премьер лиг известн велосипедист участник олимпийск игр согласн заявлен представител ukad атак безуспешн дан попа рук злоумышленник идентифицирова пок уда год активн деятельн провод хакерск группировк fancy bears котор связыва росс получ доступ антидопингов систем adams поэтапн публикова списк спортсмен имевш терапевтическ исключен легальн принима запрещен препарат the guardian отмеча атак ukad связыва имен fancy bears великобритан выража обеспокоен угроз кибербезопасн врем проведен чемпионат мир футбол сентябр год сообща футбольн ассоциац англ fa опаса российск хакер получат доступ секретн информац организац личн дан игрок сборн стран,Спорт
1619,боец дрю чэтм рассказа застав прояв неспортивн поведен отношен нокаутирова соперник ирвинс айал врем бо тяжеловес эгид legacy fighting alliance слов спортсм переда mma fighting эт произошл слишк быстр прост подда инстинкт айа — прим лент ру упа пол мог повер эт произошл быстр мо естествен реакц забра — поясн чэтм такж боец отмет праздн сво побед акробатическ трюк сальт спин повержен айал слов чэтм выполн подсознательн уровн айа нокаутирова удар подбородк кол чэтм неудачн выпад чэтм забра спин упа соперник исполн сальт неспортивн поведен бойц лиш побед привел дисквалификац атлетическ комисс штат калифорн летн чэтм отлуч проведен бо дне,Спорт
1620,футболист хорватск клуб марсон брун боба умер сердечн приступ сообща хорватск порта index hr видеозап появ youtube канал feelmystyle футболист умер попадан мяч груд врем матч трет дивизион чемпионат стран славон вскрыт показа причин смерт боба стал сердечн приступ похорон футболист состоя понедельник март инцидент произошел март удар футболист течен нескольк секунд продолжа игра упа газон перв помощ спортсмен оказа клубн врач бригад скор помощ однак реанимирова спортсм уда боба извест сво выступлен загреб такж игра славон нынешн сезон актив прав полузащитник забит мяч,Спорт
1621,правительств исланд отказа еха чемпионат мир футбол год сообща сайт руководств стран ближайш союзник партнер исланд приня мер прот росс атак солсбер сред — времен приостановлен диалог российск власт связ эт исландск лидер реш еха чемпионат мир росс эт лет — говор заявлен так решен принят связ дел отравлен бывш сотрудник гру серге скрипал дочер великобритан найд бессознательн состоян сквер британск солсбер март выясн отравл нервн паралитическ веществ лондон обвин случ росс москв отверга обвинен результат разгорел международн сканда снача великобритан высла российск дипломат март выдвор сотрудник диппредставительств реш сша украин канад ряд европейск стран такж поездк отказа представител британск правительств президент польш андж дуд реш участвова церемон открыт чемпионат мир год правительств швец дан такж рассматрива возможн бойкот турнир,Спорт
1622,напада краснодар сборн росс федор смол рассказа столкнул нежелан иностра клуб приобрета игрок росс слов спортсм переда maxim online клуб уровн лиг чемпион гор желан брат эт столкнул трансферн окн предложен аренд прав выкуп — поясн летн напада такж отмет рубеж российск футболист слож предубежден россия счита хмур закрыт обычн дел тренер просмотр говор хоч видет русск сво команд бер — добав смол март российск тренер леонид слуцк подписа контракт голландск витесс выраз мнен приобретен нов клуб игрок росс проблематичн одн причин слуцк назва высок финансов запрос игрок российск футбольн премьер лиг зим сообща интерес смолов сторон клуб английск премьер лиг частност кандидатур россиянин рассматрива вэст хэм юнайтед сборн росс лиш тро игрок представля иностра клуб эт защитник рома нойштедтер турецк фенербахч вратар владимир габул бельгийск брюгг полузащитник денис черыш выступа состав вильярреа,Спорт
1623,российск боксер кост цзю перенес инфаркт дан момент проход восстановлен операц сосуд сердц сообща телекана звезд утр пошел туалет упа оказа повыш уровен холестерин — рассказа боксер эфир передач жит здоров перв канал бывш спортсм оторва тромб цзю экстрен госпитализирова операц провел след ден дан момент летн боксер чувств бытност профессиональн спортсмен цзю выступа перв средн полусредн вес боксер станов абсолютн чемпион мир,Спорт
1624,российск автогонщик серг сироткин представля команд формул williams вынужд сойт дистанц врем гонк рамк гран австрал сообща порта motosport сироткин сошел трасс перв круг выясн болид слома задн тормоз машин попа пакет сэндвич оказа трасс котор полност заблокирова тормозн воздуховод эт повлекл соб возгоран задн прав част автомобил поломк гидравлическ контур уточн причин поломк сироткин отмет пакет сэндвич больш ув пуст летн россиянин гонк мельбурн стал дебютн формул победител гонк стал немецк пилот ferrari себастья феттел втор мест британц льюис хэмилтон команд mercedes замкнул тройк призер пилот ferrari фин ким райккон,Спорт
1625,французск биатлонист март фуркад подел мнен россиянин антон шипулин слов привод матч тв обща шипулин игр мал приятн ситуац антон — главн мо соперник хорош отношен кажет чувств преда встал защит — заяв фуркад биатлонист отмет увер непричастн россиянин допингов скандал зна соч наход российск команд ночева одн комнат гот дат рук отсечен употребля должн пройт врем прежн отношен восстанов — добав спортсм ран март фуркад стал победител общ зачет кубк мир итог сезон набра очк втор мест заня норвежец йоханнес бе очк трет мест располож шипулин актив котор очк начал олимпийск игр пхенчхан шипулин ряд друг ведущ российск спортсмен подозрева нарушен антидопингов прав получ приглашен международн олимпийск комитет мок участ соревнован мок назва конкретн причин так решен,Спорт
1626,датск теннисистк каролин возняцк матч турнир май прот моник пуиг обрат организатор рассказа как давлен оказыва врем встреч обращен спортсменк опубликова twitter прошл ноч проигра сложн матч прекрасн теннисистк подруг моник пуиг понима теннис — эт игр котор мест побед поражен вчер сред болельщик люд котор оскорбля мо сем жел смерт мо родител обзыва слов котор мог написа — написа возняцк втор ракетк мир отмет летн племянник муж груб форм попрос замолча охра персона пресека эт поощря происходя прот поддержк любим игрок несмотр напряжен атмосфер болен выход рамк дозволен эт станов невыносим участник матч — отмет летн датчанк теннисн матч законч побед пуиг пуэрториканк одолел возняцк фина счет,Спорт
1627,российск биатлонист макс цветк выигра масс старт последн этап кубк мир сезон тюмен преодол дистанц един промах сообща корреспондент лент ру втор мест заня норвежск биатлонист эрлен бьентегорд тройк призер замкнул норвежец йоханнес бе гонк принима участ шест представител сборн росс числ лидер сборн антон шипулин масс старт тюмен стал последн мужск биатлон гонк рамк кубк мир сезон побед цветков пьедеста кубк мир удава взобра шипулин котор одержа побед спринт этап кубк мир финск контиолахт летн цветков триумф стал перв побед карьер этап биатлон кубк мир,Спорт
1628,российск фигуристк алин загитов провел допинг контрол выступлен чемпионат мир милан двух час слов привод сайт федерац фигурн катан коньк росс ффккр просидел трех ноч конец успоко смир утр встал снов поплака стал анализирова слез поможеш стал дума получ поч пошл тренер дирекц наш школ погуля развея заб сегодн хорош настроен — рассказа загитов слов фигуристк причин неудачн выступлен связа волнен опыт перв прыжк пада докатыва чист программ мог сказа расслаб расстро рук опуст ката эт сон шок соревнован нервнича — добав загитов раз упа врем прокат произвольн программ чм заня пят мест летн фигуристк завоева олимпиад пхенчхан золот серебрян наград,Спорт
1629,жен боксер кост цзю татья аверин опровергл информац перенес инфаркт операц сообща радиостанц говор москв прошл куч времен давн восстанов восстанавлива дня — заяв аверин отмет реч шла закупорк сосуд боксер потребова установк стент уда избежа инфаркт информац проблем цзю здоров появ выпуск передач жит здоров перв канал нем боксер рассказа истор сво проблем сердц уточн реч идет событ двухлетн давност пресс появ публикац спортсм проход восстановлен операц,Спорт
1630,российск боксер андр сироткин выступа средн вес побед канадц райа форд титульн бо wba intercontinental сообща р спорт поединок прошел март краснодар сироткин одолел соперник единогласн решен суд счет карьер летн россиянин раз проигра побед поединк прот форд стал й подряд такж актив четыр побед нокаут летн форд потерпел втор поражен карьер побед сироткин дебютирова профессиональн бокс год спортсм занима кикбоксинг рукопашн бо кикбоксер сироткин извест сво выступлен раздел фулл контакт год стал чемпион росс одержа побед этап кубк мир итал сво достижен спортсм получ зван мастер спорт росс международн класс,Спорт
1631,футболист сборн кит запрещ имет тел татуировк сообща портал hupu com спортсм закле непрозрачн скотч сво татуировк врем товарищеск матч уэльс котор заверш поражен китайц счет отмеча эт сдела федерац футбол кит запрет демонстрац нательн рисунк мнен чиновник спортсм ответствен развит здоров культурн образован уровн федерац применя особ мер демонстрир сво татуировк качеств одн вид наказан предусмотр исключен сборн встреч уэльс прошл март хет трик состав валлийц оформ форвард реа гарет бэйл,Спорт
1632,напада барселон лионел месс рекомендова бывш одноклубник форвард пар сен жерм неймар перейт английск манчестер сит сообща don balon информац издан месс впечатл работ бывш тренер каталонц хосеп гвардиол сит аргентинец посчита стил игр английск клуб подойдет неймар месс такж посоветова бразильц принима предложен мадридск реа середин март сообща неймар попрос отц нача переговор переход реа бразилец выража недовольств уровн французск чемпионат пресс такж называ каталонск барселон одн вариант продолжен карьер форвард бразильск напада перешел псж барселон рекордн сумм миллион евр текущ сезон актив неймар гол матч турнир,Спорт
